Timestamp,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-06-13 20:00:00,1.0,865.0,96.28686246655786,3.6,687.0,75.0,1191.0,78.0,1388.0,521.0,20.3,44.1,1.0392
2004-06-13 21:00:00,0.9,848.0,98.75409322267922,3.6,689.0,65.0,1180.0,71.0,1403.0,520.0,20.1,45.2,1.0538
2004-06-13 22:00:00,0.7,807.0,64.52519940626439,2.3,606.0,45.0,1340.0,54.0,1337.0,440.0,19.8,45.7,1.0424
2004-06-13 23:00:00,0.8,814.0,78.45364641416018,2.6,627.0,46.0,1305.0,57.0,1351.0,446.0,19.6,45.3,1.0244
2004-06-14 00:00:00,0.7,785.0,73.22903724733624,2.0,582.0,33.0,1377.0,45.0,1311.0,417.0,19.4,45.9,1.0242
2004-06-14 01:00:00,0.5,748.0,30.50600923252091,1.2,515.0,19.0,1580.0,30.0,1261.0,381.0,19.7,44.8,1.0172
2004-06-14 02:00:00,0.3,716.0,35.07827929662244,0.7,461.0,9.0,1795.0,16.0,1235.0,350.0,19.5,46.3,1.0363
2004-06-14 03:00:00,0.3,708.0,39.65054936072397,0.5,437.0,10.5,1941.0,17.0,1227.0,334.0,19.0,49.0,1.063
2004-06-14 04:00:00,0.3328904221702569,724.0,44.2228194248255,0.5,448.0,12.0,1917.0,18.0,1256.0,346.0,19.1,50.7,1.109
2004-06-14 05:00:00,0.3,748.0,48.79508948892703,0.8,477.0,21.0,1703.0,28.0,1301.0,380.0,19.1,52.7,1.1545
2004-06-14 06:00:00,0.7,888.0,53.367359553028564,3.5,683.0,66.0,1196.0,62.0,1483.0,563.0,20.3,49.3,1.1596
2004-06-14 07:00:00,1.5,973.0,159.95746875316763,7.0,858.0,137.0,941.0,92.0,1584.0,779.0,21.1,46.2,1.1389
2004-06-14 08:00:00,1.8,993.0,207.51014128428244,8.7,927.0,151.0,886.0,96.0,1665.0,842.0,21.5,44.5,1.129
2004-06-14 09:00:00,1.4,929.0,156.5782924613062,6.3,825.0,115.0,992.0,87.0,1561.0,692.0,22.4,43.6,1.1637
2004-06-14 10:00:00,1.5,962.0,167.7301065719057,7.0,858.0,118.0,941.0,84.0,1613.0,779.0,24.8,39.1,1.2039
2004-06-14 11:00:00,1.2,906.0,141.64693760998966,5.5,786.0,95.0,1026.0,73.0,1538.0,633.0,23.9,42.1,1.2335
2004-06-14 12:00:00,1.2,915.0,137.1113977135367,5.3,776.0,86.0,1029.0,72.0,1544.0,616.0,25.5,38.3,1.2328
2004-06-14 13:00:00,1.3,928.0,145.25119543752749,5.5,787.0,85.0,1012.0,68.0,1585.0,606.0,25.4,39.2,1.2534
2004-06-14 14:00:00,1.0,855.0,115.80369398232608,3.8,698.0,66.0,1134.0,62.0,1449.0,526.0,25.6,37.0,1.2006
2004-06-14 15:00:00,1.4,920.0,153.873661356693,5.4,783.0,74.0,1046.0,70.0,1550.0,588.0,24.5,38.4,1.1669
2004-06-14 16:00:00,1.6,917.0,190.96394691252567,6.7,842.0,108.0,985.0,83.0,1563.0,674.0,23.9,39.9,1.1639
2004-06-14 17:00:00,2.7,1072.0,335.1326740014065,12.2,1057.0,150.0,812.0,92.0,1820.0,885.0,24.2,39.2,1.1665
2004-06-14 18:00:00,2.3,1000.0,279.5943590531574,10.2,985.0,157.0,846.0,103.0,1726.0,879.0,23.5,41.2,1.1759
2004-06-14 19:00:00,1.5,914.0,190.84558452299598,6.7,845.0,93.0,972.0,82.0,1583.0,703.0,22.3,44.9,1.1973
2004-06-14 20:00:00,1.4,888.0,178.87477043773868,5.7,799.0,76.0,1023.0,74.0,1531.0,637.0,21.7,46.5,1.1917
2004-06-14 21:00:00,1.0,851.0,120.56387527466495,4.1,718.0,57.0,1134.0,67.0,1471.0,561.0,22.0,44.9,1.1699
2004-06-14 22:00:00,1.1,870.0,133.50681271767985,4.7,749.0,64.0,1096.0,74.0,1487.0,612.0,22.2,44.1,1.1654
2004-06-14 23:00:00,1.2,883.0,154.73472857006254,5.2,773.0,59.0,1062.0,72.0,1514.0,621.0,21.8,45.6,1.1763
2004-06-15 00:00:00,1.2,886.0,144.8593051503177,5.1,767.0,68.0,1055.0,79.0,1532.0,702.0,21.6,46.0,1.1742
2004-06-15 01:00:00,0.7,792.0,97.01784527385439,2.8,637.0,31.0,1249.0,43.0,1400.0,559.0,21.6,45.8,1.1715
2004-06-15 02:00:00,0.5,754.0,42.34532034520316,1.4,535.0,21.0,1490.0,33.0,1335.0,435.0,20.7,48.3,1.168
2004-06-15 03:00:00,0.4,732.0,85.97937401752984,1.0,503.0,22.5,1525.0,11.758626195829521,1321.0,441.0,21.0,47.1,1.1546
2004-06-15 04:00:00,0.4,770.0,57.079032893234285,2.0,586.0,24.0,1326.0,38.0,1392.0,527.0,20.8,48.5,1.18
2004-06-15 05:00:00,0.5,797.0,103.41895968771064,3.0,654.0,38.0,1097.0,51.0,1450.0,720.0,20.8,49.4,1.1994
2004-06-15 06:00:00,1.0,915.0,167.9529859026875,7.5,877.0,92.0,897.0,69.0,1651.0,937.0,19.9,51.8,1.1911
2004-06-15 07:00:00,4.4,1287.0,632.4914584758121,24.7,1423.0,311.0,610.0,116.0,2319.0,1482.0,20.9,49.3,1.2049
2004-06-15 08:00:00,4.0,1195.0,658.114910201881,24.8,1424.0,260.0,609.0,119.0,2244.0,1489.0,23.7,39.9,1.1508
2004-06-15 09:00:00,2.4,1003.0,295.2119267787034,10.9,1009.0,181.0,823.0,96.0,1710.0,1015.0,25.3,35.8,1.1421
2004-06-15 10:00:00,2.1,1037.0,261.8542507673433,11.9,1046.0,177.0,838.0,109.0,1763.0,1004.0,28.8,29.1,1.1349
2004-06-15 11:00:00,2.7,1114.0,382.1056503400001,16.0,1181.0,180.0,747.0,115.0,1928.0,1129.0,30.3,26.9,1.1399
2004-06-15 12:00:00,2.8,1085.0,400.7540757364949,15.7,1171.0,174.0,767.0,118.0,1863.0,1068.0,32.8,23.3,1.138
2004-06-15 13:00:00,2.3,1024.0,332.5715700787341,13.1,1087.0,140.0,824.0,118.0,1745.0,924.0,33.9,21.4,1.1135
2004-06-15 14:00:00,2.0,1017.0,292.858555856086,12.2,1057.0,122.0,859.0,112.0,1698.0,861.0,35.3,19.6,1.1036
2004-06-15 15:00:00,2.6,1053.0,389.1881576334998,15.8,1173.0,189.0,785.0,140.0,1808.0,981.0,34.0,20.8,1.0898
2004-06-15 16:00:00,2.7,1065.0,418.58252489501547,16.6,1198.0,169.0,766.0,137.0,1852.0,1043.0,35.3,18.8,1.0572
2004-06-15 17:00:00,3.1,1136.0,478.484623293034,18.4,1250.0,172.0,722.0,143.0,1940.0,1124.0,32.6,24.1,1.1688
2004-06-15 18:00:00,3.1,1100.0,471.663090322025,16.7,1202.0,154.0,732.0,148.0,1856.0,1004.0,30.8,28.7,1.2507
2004-06-15 19:00:00,3.6,1143.0,580.610655743988,20.8,1319.0,192.0,673.0,158.0,2001.0,1190.0,28.7,31.2,1.2099
2004-06-15 20:00:00,2.9,1083.0,418.61449783234525,15.3,1157.0,160.0,742.0,127.0,1884.0,1072.0,26.8,35.1,1.2201
2004-06-15 21:00:00,2.2,1009.0,320.37541007973505,11.5,1034.0,110.0,806.0,109.0,1763.0,925.0,25.3,39.4,1.2524
2004-06-15 22:00:00,2.0,969.0,292.3550628774882,10.1,983.0,97.0,853.0,101.0,1680.0,862.0,23.9,40.9,1.1966
2004-06-15 23:00:00,2.1,1029.0,276.94247969858213,10.4,993.0,124.0,816.0,114.0,1728.0,969.0,23.0,44.4,1.2354
2004-06-16 00:00:00,1.9,1064.0,238.88129539459828,9.4,956.0,108.0,812.0,104.0,1770.0,932.0,22.2,53.9,1.4237
2004-06-16 01:00:00,1.4,986.0,207.07991336865575,6.9,853.0,61.0,865.0,81.0,1645.0,794.0,20.9,59.8,1.4659
2004-06-16 02:00:00,0.8,872.0,140.32263699505052,4.0,709.0,34.0,1034.0,51.0,1522.0,599.0,21.3,58.1,1.457
2004-06-16 03:00:00,0.6,840.0,133.78434489941174,3.0,654.0,29.0,1124.0,33.13793434290017,1489.0,614.0,20.8,58.4,1.4189
2004-06-16 04:00:00,0.6,812.0,112.84251998600757,2.6,626.0,24.0,1134.0,40.0,1471.0,625.0,20.3,58.9,1.3878
2004-06-16 05:00:00,0.5,810.0,94.6969053496648,2.4,612.0,27.0,1163.0,34.0,1462.0,595.0,21.3,54.5,1.3682
2004-06-16 06:00:00,1.0,936.0,172.8370405155856,6.8,849.0,70.0,882.0,61.0,1640.0,886.0,20.6,57.4,1.3753
2004-06-16 07:00:00,2.7,1244.0,440.3043420387628,18.9,1265.0,176.0,640.0,95.0,2084.0,1257.0,21.3,56.9,1.4226
2004-06-16 08:00:00,5.0,1440.0,788.8434570702693,30.2,1556.0,310.0,517.0,142.0,2530.0,1561.0,22.9,52.4,1.4442
2004-06-16 09:00:00,3.3,1180.0,392.6099853480416,14.9,1145.0,221.0,713.0,128.0,1929.0,1191.0,24.1,46.5,1.3802
2004-06-16 10:00:00,2.4,1126.0,281.2207397515908,12.2,1058.0,168.0,765.0,115.0,1879.0,1061.0,27.1,38.8,1.3705
2004-06-16 11:00:00,1.7,1005.0,211.25159279793957,8.3,910.0,109.0,881.0,84.0,1670.0,751.0,28.4,34.4,1.314
2004-06-16 12:00:00,1.7,1032.0,216.5628967971411,9.0,940.0,102.0,862.0,85.0,1703.0,733.0,30.1,30.9,1.2958
2004-06-16 13:00:00,2.4,1087.0,352.77470512294747,13.7,1106.0,129.0,755.0,110.0,1839.0,906.0,32.7,25.8,1.2547
2004-06-16 14:00:00,2.2,1090.0,351.48641342478516,14.1,1119.0,117.0,756.0,107.0,1811.0,902.0,32.4,25.7,1.2271
2004-06-16 15:00:00,2.2,1072.0,309.124648656213,12.0,1050.0,112.0,802.0,107.0,1748.0,836.0,33.6,24.4,1.2472
2004-06-16 16:00:00,2.3,1101.0,306.71953370554183,12.2,1057.0,122.0,797.0,113.0,1772.0,863.0,33.0,26.0,1.2877
2004-06-16 17:00:00,2.6,1111.0,353.02692566958547,13.1,1086.0,114.0,787.0,107.0,1802.0,824.0,33.2,23.7,1.1855
2004-06-16 18:00:00,2.3,1048.0,338.91390546159187,12.6,1070.0,111.0,807.0,106.0,1737.0,842.0,31.3,25.4,1.1415
2004-06-16 19:00:00,3.3,1197.0,485.8456792650354,18.3,1249.0,158.0,698.0,125.0,1986.0,1132.0,28.3,31.7,1.1968
2004-06-16 20:00:00,3.5,1173.0,472.1699290435431,17.2,1217.0,202.0,695.0,139.0,1930.0,1175.0,26.5,35.0,1.1981
2004-06-16 21:00:00,2.5,1075.0,333.00963377558514,12.9,1079.0,166.0,764.0,117.0,1798.0,1111.0,24.4,40.0,1.2079
2004-06-16 22:00:00,2.5,1067.0,366.4959799791029,13.7,1106.0,143.0,745.0,107.0,1840.0,1125.0,23.3,43.4,1.2251
2004-06-16 23:00:00,2.4,1060.0,364.97999123419413,13.4,1099.0,122.0,742.0,98.0,1838.0,1077.0,22.5,45.3,1.2226
2004-06-17 00:00:00,2.5,1081.0,372.4367947787059,13.5,1099.0,113.0,749.0,97.0,1854.0,1087.0,21.8,47.8,1.2325
2004-06-17 01:00:00,2.1,1017.0,280.5485022922634,9.9,975.0,109.0,822.0,95.0,1722.0,1014.0,20.9,51.0,1.2446
2004-06-17 02:00:00,1.0,836.0,152.19239287299513,4.4,734.0,53.0,1035.0,68.0,1501.0,801.0,20.8,51.7,1.2572
2004-06-17 03:00:00,0.8,831.0,160.35412352734284,4.3,727.0,42.5,1038.0,52.24720693415685,1522.0,802.0,19.3,57.1,1.2661
2004-06-17 04:00:00,0.6103134311268601,804.0,117.81886706743558,3.3,668.0,32.0,1102.0,51.0,1479.0,753.0,18.8,58.6,1.2581
2004-06-17 05:00:00,0.5,798.0,111.46572622912208,3.4,677.0,35.0,1092.0,44.0,1473.0,696.0,20.2,53.8,1.2569
2004-06-17 06:00:00,1.3,966.0,212.79205026981117,9.3,951.0,123.0,812.0,77.0,1735.0,996.0,18.3,60.8,1.2635
2004-06-17 07:00:00,3.6,1277.0,568.7533668983415,23.4,1388.0,254.0,611.0,100.0,2241.0,1513.0,20.2,54.5,1.2777
2004-06-17 08:00:00,4.8,1335.0,744.6706895194811,27.7,1496.0,300.0,562.0,125.0,2385.0,1598.0,21.9,49.9,1.2957
2004-06-17 09:00:00,3.7,1297.0,532.2529234348256,22.1,1353.0,281.0,588.0,154.0,2128.0,1690.0,25.2,43.0,1.3548
2004-06-17 10:00:00,1.9,1041.0,218.09289407367226,10.0,979.0,169.0,837.0,125.0,1705.0,1053.0,28.0,36.6,1.3603
2004-06-17 11:00:00,1.7,1027.0,188.05563328218545,8.9,936.0,152.0,867.0,117.0,1696.0,931.0,27.1,38.3,1.3548
2004-06-17 12:00:00,1.9,1037.0,238.89106785584408,9.8,969.0,127.0,841.0,105.0,1728.0,865.0,27.4,37.0,1.3319
2004-06-17 13:00:00,1.8,1014.0,230.52693262589173,9.4,954.0,118.0,865.0,103.0,1697.0,818.0,29.4,32.9,1.3244
2004-06-17 14:00:00,1.7,1007.0,228.92733593463413,9.8,971.0,120.0,866.0,106.0,1682.0,802.0,31.3,28.7,1.2885
2004-06-17 15:00:00,1.8,998.0,234.34660162616524,9.5,958.0,125.0,881.0,107.0,1657.0,778.0,31.5,28.7,1.3058
2004-06-17 16:00:00,1.7,1014.0,222.4307789868318,9.5,958.0,117.0,878.0,102.0,1684.0,767.0,30.9,30.3,1.3306
2004-06-17 17:00:00,2.8,1157.0,381.5617209319705,15.4,1160.0,166.0,738.0,124.0,1936.0,1000.0,31.4,30.3,1.3689
2004-06-17 18:00:00,3.6,1225.0,515.5143776443838,19.4,1281.0,180.0,683.0,133.0,2082.0,1143.0,30.7,31.4,1.3686
2004-06-17 19:00:00,3.3,1131.0,468.79975198388433,16.5,1194.0,172.0,726.0,125.0,1907.0,1009.0,29.0,33.4,1.3169
2004-06-17 20:00:00,2.9,1111.0,386.16781259670586,14.3,1126.0,160.0,754.0,124.0,1883.0,1076.0,27.3,37.5,1.342
2004-06-17 21:00:00,1.7,976.0,219.8957863050697,8.2,909.0,103.0,878.0,97.0,1675.0,830.0,25.8,40.9,1.3389
2004-06-17 22:00:00,1.7,1016.0,220.171977720943,8.7,929.0,87.0,868.0,94.0,1724.0,853.0,25.2,43.0,1.358
2004-06-17 23:00:00,2.8,1177.0,384.6090449950983,15.2,1156.0,147.0,684.0,120.0,1983.0,1310.0,24.6,45.8,1.394
2004-06-18 00:00:00,1.8,1013.0,266.6885112829192,10.6,999.0,120.0,791.0,105.0,1751.0,1119.0,24.0,47.3,1.3914
2004-06-18 01:00:00,1.0,886.0,164.2910354924103,6.0,813.0,63.0,936.0,81.0,1592.0,918.0,23.5,48.3,1.3777
2004-06-18 02:00:00,0.5,791.0,103.29836532635898,3.1,658.0,30.0,1140.0,43.0,1467.0,609.0,24.0,45.8,1.3467
2004-06-18 03:00:00,0.4,762.0,135.81545860708752,2.5,618.0,24.5,1214.0,27.187003689795574,1431.0,516.0,22.2,50.7,1.3405
2004-06-18 04:00:00,0.3,740.0,83.08765681018917,1.8,568.0,19.0,1259.0,32.0,1404.0,510.0,22.8,48.1,1.3184
2004-06-18 05:00:00,0.4,775.0,93.44718350947983,2.6,628.0,27.0,1178.0,36.0,1437.0,554.0,21.9,50.1,1.3002
2004-06-18 06:00:00,0.8,872.0,162.5053550622365,6.5,833.0,65.0,947.0,59.0,1598.0,760.0,20.4,54.1,1.28
2004-06-18 07:00:00,2.2,1123.0,328.5058368722532,14.5,1134.0,169.0,711.0,92.0,1922.0,1170.0,20.8,52.6,1.2758
2004-06-18 08:00:00,4.4,1306.0,773.3566959025347,28.8,1522.0,244.0,535.0,121.0,2450.0,1545.0,22.8,47.9,1.3156
2004-06-18 09:00:00,3.7,1237.0,530.7954930508035,21.3,1332.0,274.0,605.0,151.0,2157.0,1508.0,25.2,42.9,1.3552
2004-06-18 10:00:00,2.5,1143.0,333.57253285930403,14.9,1146.0,202.0,701.0,142.0,1917.0,1292.0,29.3,34.8,1.397
2004-06-18 11:00:00,2.5,1170.0,340.5544954491867,15.6,1168.0,186.0,703.0,141.0,1949.0,1287.0,33.3,27.8,1.4013
2004-06-18 12:00:00,2.3,1116.0,333.24178494454395,14.3,1128.0,153.0,739.0,129.0,1856.0,1042.0,34.9,24.9,1.363
2004-06-18 13:00:00,2.0,1054.0,314.92925108864154,12.6,1069.0,112.0,785.0,106.0,1766.0,817.0,36.1,22.7,1.3324
2004-06-18 14:00:00,2.0,1083.0,315.8837835912633,13.4,1097.0,117.0,765.0,125.0,1810.0,847.0,37.6,21.1,1.3478
2004-06-18 15:00:00,2.1,1078.0,314.80775354169884,12.6,1069.0,109.0,782.0,126.0,1780.0,806.0,37.3,21.9,1.3761
2004-06-18 16:00:00,2.4,1104.0,368.42376662568677,14.8,1143.0,133.0,747.0,147.0,1840.0,896.0,37.2,21.6,1.3514
2004-06-18 17:00:00,3.1,1170.0,472.0250280879916,18.6,1257.0,185.0,693.0,180.0,1956.0,1069.0,35.6,23.4,1.341
2004-06-18 18:00:00,2.9,1091.0,448.44510372084244,16.7,1201.0,167.0,738.0,164.0,1834.0,945.0,33.1,24.3,1.2087
2004-06-18 19:00:00,3.5,1216.0,527.3154440636531,20.8,1318.0,218.0,673.0,180.0,2043.0,1168.0,30.5,29.5,1.2635
2004-06-18 20:00:00,2.9,1125.0,418.6023194060541,16.0,1179.0,171.0,719.0,153.0,1921.0,1065.0,28.7,35.8,1.3834
2004-06-18 21:00:00,1.5,971.0,207.04977123394087,7.6,881.0,78.0,916.0,105.0,1635.0,672.0,26.6,42.2,1.4452
2004-06-18 22:00:00,1.7,1062.0,246.16995032367845,10.2,984.0,84.0,816.0,98.0,1796.0,842.0,25.2,46.6,1.4733
2004-06-18 23:00:00,2.2,1140.0,340.4316773113517,13.8,1109.0,110.0,714.0,107.0,1892.0,1123.0,24.7,47.7,1.4649
2004-06-19 00:00:00,1.6,1038.0,256.7255326362648,10.4,992.0,87.0,802.0,87.0,1731.0,1007.0,24.4,47.4,1.4301
2004-06-19 01:00:00,1.0,935.0,167.45337806394673,6.5,836.0,58.0,909.0,80.0,1604.0,855.0,23.3,49.9,1.4135
2004-06-19 02:00:00,0.6,861.0,110.28936493862295,4.3,729.0,39.0,1043.0,62.0,1528.0,689.0,23.8,47.3,1.3783
2004-06-19 03:00:00,0.6,839.0,151.5395761599134,3.4,678.0,38.5,1062.0,42.39410512412803,1478.0,622.0,22.9,50.2,1.3808
2004-06-19 04:00:00,0.6,850.0,125.67479637378551,3.9,703.0,38.0,1021.0,54.0,1511.0,658.0,21.2,55.0,1.3689
2004-06-19 05:00:00,0.5,817.0,97.73747003837286,3.0,651.0,41.0,1109.0,56.0,1472.0,628.0,21.7,52.6,1.35
2004-06-19 06:00:00,0.5,825.0,96.18859236716389,3.2,667.0,47.0,1079.0,62.0,1475.0,659.0,22.8,48.9,1.3424
2004-06-19 07:00:00,0.9,921.0,135.35936415856327,5.6,792.0,72.0,943.0,72.0,1595.0,799.0,23.5,47.6,1.3611
2004-06-19 08:00:00,1.4,1031.0,208.70442495889984,9.1,945.0,100.0,806.0,86.0,1697.0,964.0,24.6,44.9,1.3661
2004-06-19 09:00:00,1.6,1092.0,206.4906888885895,9.7,967.0,104.0,801.0,99.0,1774.0,910.0,27.0,39.9,1.402
2004-06-19 10:00:00,1.6,1095.0,172.5285202819373,8.6,923.0,109.0,843.0,98.0,1736.0,999.0,29.3,35.9,1.4411
2004-06-19 11:00:00,1.7,1097.0,210.12301597125327,9.6,964.0,103.0,822.0,102.0,1743.0,853.0,31.2,32.4,1.4517
2004-06-19 12:00:00,1.7,1101.0,232.39071098745637,9.8,972.0,75.0,819.0,84.0,1714.0,752.0,34.4,26.6,1.423
2004-06-19 13:00:00,1.5,1060.0,228.5671023689706,10.3,991.0,72.0,833.0,83.0,1718.0,778.0,36.1,22.1,1.3004
2004-06-19 14:00:00,1.2,,177.68021629161308,6.0204673281855605,,56.0,,68.0,,,,,
2004-06-19 15:00:00,1.2,,180.15660009165106,6.053037792868693,,51.0,,63.0,,,,,
2004-06-19 16:00:00,1.1,,165.46696398384825,5.530286618097328,,52.0,,65.0,,,,,
2004-06-19 17:00:00,1.0,,153.4551732113282,5.036225033501331,,46.0,,63.0,,,,,
2004-06-19 18:00:00,1.1,,169.69220872549715,5.588035715050619,,44.0,,56.0,,,,,
2004-06-19 19:00:00,1.6,,227.3223175074446,7.9980992289195605,,72.0,,77.0,,,,,
2004-06-19 20:00:00,1.7,,233.85527935671007,8.415747177228681,,88.0,,91.0,,,,,
2004-06-19 21:00:00,1.4,,205.01681234084504,7.03039607801372,,56.0,,70.0,,,,,
2004-06-19 22:00:00,1.7,,234.19663330085802,8.398468200245123,,82.0,,95.0,,,,,
2004-06-19 23:00:00,2.4,,316.9947999637192,11.833476139099439,,125.0,,113.0,,,,,
2004-06-20 00:00:00,2.3,,299.70291805393435,11.328743774516774,,144.0,,109.0,,,,,
2004-06-20 01:00:00,1.2,,178.93380047321796,6.039131867519128,,54.0,,65.0,,,,,
2004-06-20 02:00:00,1.0,,153.77977299926192,5.051378614929735,,48.0,,60.0,,,,,
2004-06-20 03:00:00,1.4,,176.35776782358653,6.821190958852522,,153.7680429241134,,92.85099342257267,,,,,
2004-06-20 04:00:00,1.1406659527643885,,178.86416904495434,6.057849050152544,,41.0,,62.0,,,,,
2004-06-20 05:00:00,1.0,,155.63774178660447,5.058400530740087,,40.0,,60.0,,,,,
2004-06-20 06:00:00,0.9,,138.53329100510746,4.5125961192537005,,48.0,,65.0,,,,,
2004-06-20 07:00:00,0.8,,128.1612533284699,4.061869883387725,,44.0,,55.0,,,,,
2004-06-20 08:00:00,1.0,,149.64688194712778,5.007905359928536,,59.0,,66.0,,,,,
2004-06-20 09:00:00,1.2,,177.2465086579499,6.023470463217034,,59.0,,67.0,,,,,
2004-06-20 10:00:00,1.2,,179.42907723322548,6.0456459604557615,,53.0,,64.0,,,,,
2004-06-20 11:00:00,1.0,,155.43628025135808,5.062281405247813,,42.0,,59.0,,,,,
2004-06-20 12:00:00,1.0,,155.2040341529398,5.061403665771522,,43.0,,59.0,,,,,
2004-06-20 13:00:00,0.6,,110.17334659303606,3.1661916713873097,,23.0,,36.0,,,,,
2004-06-20 14:00:00,0.7,,124.59995203924927,3.6833064926983248,,22.0,,35.0,,,,,
2004-06-20 15:00:00,0.8,,130.05000667898412,4.073650413182111,,37.0,,54.0,,,,,
2004-06-20 16:00:00,1.1,,163.65653391589126,5.495590757859041,,53.0,,71.0,,,,,
2004-06-20 17:00:00,1.4,,198.021368574397,6.929681548932972,,68.0,,86.0,,,,,
2004-06-20 18:00:00,2.8,,372.4570840469528,13.87024269913676,,125.0,,114.0,,,,,
2004-06-20 19:00:00,2.5,,339.7655107967589,12.414622139969026,,96.0,,105.0,,,,,
2004-06-20 20:00:00,1.6,,223.99527259629417,7.939102475887399,,75.0,,87.0,,,,,
2004-06-20 21:00:00,1.4,,196.89092264547992,6.930051465535527,,74.0,,85.0,,,,,
2004-06-20 22:00:00,2.3,,316.5142670802736,11.475840589569927,,92.0,,91.0,,,,,
2004-06-20 23:00:00,4.2,,566.5191625407758,21.042815882901145,,136.0,,108.0,,,,,
2004-06-21 00:00:00,3.0,,405.65867793371626,14.981255894648228,,119.0,,99.0,,,,,
2004-06-21 01:00:00,2.2,,308.40312126147046,11.024374520498867,,76.0,,83.0,,,,,
2004-06-21 02:00:00,0.6,,110.63783878987181,3.1679471503398915,,21.0,,36.0,,,,,
2004-06-21 03:00:00,0.3,,60.244284289081975,1.4742909151205907,,23.812242886062222,,66.78711847064724,,,,,
2004-06-21 04:00:00,0.3,732.0,69.79551364389022,1.5,544.0,15.0,1353.0,24.0,1367.0,466.0,18.9,55.2,1.1895
2004-06-21 05:00:00,0.5,809.0,101.55839768388978,3.5,681.0,52.0,1108.0,43.0,1463.0,609.0,18.2,57.6,1.193
2004-06-21 06:00:00,1.3,934.0,224.76063404182298,8.3,911.0,85.0,857.0,64.0,1639.0,863.0,18.6,56.0,1.1865
2004-06-21 07:00:00,2.5,1132.0,420.51923112822874,17.3,1220.0,177.0,691.0,91.0,1910.0,1203.0,20.8,48.0,1.1702
2004-06-21 08:00:00,3.7,1221.0,605.110998791936,23.3,1386.0,232.0,626.0,109.0,2138.0,1412.0,23.3,38.6,1.0919
2004-06-21 09:00:00,2.5,1024.0,352.6189101545383,13.8,1111.0,201.0,770.0,110.0,1753.0,1069.0,25.1,32.4,1.017
2004-06-21 10:00:00,1.8,938.0,265.30762903090954,10.2,987.0,134.0,862.0,111.0,1597.0,817.0,27.8,25.8,0.9473
2004-06-21 11:00:00,1.5,869.0,217.81473127521963,7.9,897.0,104.0,965.0,106.0,1480.0,649.0,29.6,21.0,0.8548
2004-06-21 12:00:00,1.5,846.0,256.38585452198345,8.8,930.0,89.0,947.0,104.0,1467.0,598.0,30.2,18.0,0.7613
2004-06-21 13:00:00,1.2,838.0,200.96693550539987,7.2,868.0,66.0,1005.0,76.0,1454.0,540.0,30.1,18.5,0.7747
2004-06-21 14:00:00,1.4,875.0,218.08241826921335,8.3,912.0,85.0,978.0,84.0,1504.0,601.0,29.5,19.4,0.7872
2004-06-21 15:00:00,1.6,907.0,246.63562090451046,9.6,961.0,105.0,920.0,102.0,1564.0,668.0,31.1,18.2,0.8079
2004-06-21 16:00:00,1.6,889.0,254.40137243828258,9.0,939.0,99.0,920.0,102.0,1492.0,647.0,30.3,19.0,0.8103
2004-06-21 17:00:00,2.2,969.0,334.46724803802704,12.4,1064.0,132.0,834.0,124.0,1645.0,816.0,30.1,19.3,0.8083
2004-06-21 18:00:00,3.0,1051.0,421.34994114253755,15.3,1157.0,186.0,760.0,147.0,1787.0,963.0,28.6,22.3,0.859
2004-06-21 19:00:00,3.0,1043.0,457.12417028455445,16.1,1181.0,174.0,736.0,138.0,1813.0,1010.0,26.1,28.3,0.9407
2004-06-21 20:00:00,2.7,1043.0,403.28092117344227,14.1,1121.0,149.0,736.0,126.0,1793.0,967.0,24.5,35.7,1.0807
2004-06-21 21:00:00,2.1,1007.0,314.20403589306284,11.4,1027.0,114.0,798.0,112.0,1737.0,904.0,23.1,41.5,1.1582
2004-06-21 22:00:00,1.6,966.0,252.881910045464,9.5,959.0,92.0,838.0,95.0,1686.0,852.0,21.8,46.3,1.1913
2004-06-21 23:00:00,1.3,920.0,205.66915787384676,7.4,875.0,75.0,915.0,80.0,1594.0,744.0,20.9,48.9,1.1945
2004-06-22 00:00:00,1.1,889.0,172.66786041080525,6.4,831.0,74.0,956.0,79.0,1570.0,760.0,20.5,49.9,1.1903
2004-06-22 01:00:00,0.7,825.0,137.750046164198,4.1,715.0,35.0,1062.0,49.0,1462.0,613.0,20.0,50.9,1.1794
2004-06-22 02:00:00,0.4,758.0,92.40248760737654,1.9,580.0,22.0,1215.0,36.0,1374.0,531.0,22.1,44.3,1.1665
2004-06-22 03:00:00,0.2,735.0,117.15329947130351,1.4,533.0,23.0,1338.0,19.970360850010422,1350.0,493.0,21.0,47.5,1.1666
2004-06-22 04:00:00,0.2,719.0,48.31742851978572,1.2,522.0,24.0,1385.0,40.0,1343.0,509.0,19.8,50.3,1.1444
2004-06-22 05:00:00,0.3,757.0,78.77137795500221,2.2,596.0,30.0,1236.0,37.0,1381.0,560.0,19.0,52.8,1.1489
2004-06-22 06:00:00,0.9,890.0,151.72781032905164,6.4,831.0,93.0,922.0,67.0,1594.0,826.0,17.8,56.5,1.1375
